"","ID","Site","Lat","Long","Mean_T","Mean_precip","AGB","L_AGB","T_AGB","Age","A_L_Ratio","A_T_Ratio","Ref","Age_sq"
"800","800","264",51.06,-95.82,1.4,543,105.24,NA,NA,170,NA,NA,"Ma et al., 2012",28900
"801","801","264",51.02,-95.47,1,562,74.64,NA,NA,172,NA,NA,"Ma et al., 2012",29584
"802","802","264",51.73,-97.4,0.1,497,122.2,NA,NA,95,NA,NA,"Ma et al., 2012",9025
"803","803","264",51.75,-97.38,0,498,143.64,NA,NA,93,NA,NA,"Ma et al., 2012",8649
"804","804","264",52.77,-98.96,0.2,467,162.39,NA,NA,95,NA,NA,"Ma et al., 2012",9025
"805","805","264",52.89,-99.12,0.1,474,68.53,NA,NA,148,NA,NA,"Ma et al., 2012",21904
"806","806","264",52.91,-99.19,0.1,476,75.1,NA,NA,104,NA,NA,"Ma et al., 2012",10816
"807","807","264",53.36,-101.09,0.2,459,116.73,NA,NA,121,NA,NA,"Ma et al., 2012",14641
"808","808","264",53.88,-100.27,-0.3,469,161.83,NA,NA,115,NA,NA,"Ma et al., 2012",13225
"809","809","264",54.16,-101.26,-0.3,463,63.58,NA,NA,113,NA,NA,"Ma et al., 2012",12769
"810","810","264",54.08,-101.32,-0.2,462,49.99,NA,NA,130,NA,NA,"Ma et al., 2012",16900
"811","811","307",50.72,-93.64,0.8,638,128.16,NA,NA,99,NA,NA,"Ma et al., 2012",9801
"812","812","307",49.75,-86.96,-0.4,810,141.04,NA,NA,133,NA,NA,"Ma et al., 2012",17689
"813","813","307",49.42,-84.08,0.2,771,101.71,NA,NA,122,NA,NA,"Ma et al., 2012",14884
"814","814","307",49.11,-83.07,0.6,797,158.61,NA,NA,105,NA,NA,"Ma et al., 2012",11025
"815","815","307",48.53,-80.28,0.7,817,111,NA,NA,97,NA,NA,"Ma et al., 2012",9409
"816","816","307",50.31,-90.49,-0.3,758,147.73,NA,NA,164,NA,NA,"Ma et al., 2012",26896
"817","817","307",48.72,-89.37,0.9,764,70.31,NA,NA,110,NA,NA,"Ma et al., 2012",12100
"818","818","307",48.17,-89.89,2.4,735,105.81,NA,NA,93,NA,NA,"Ma et al., 2012",8649
"819","819","307",48.61,-90.61,1.7,717,124.8,NA,NA,109,NA,NA,"Ma et al., 2012",11881
"820","820","307",48.46,-81.27,1,835,167.99,NA,NA,99,NA,NA,"Ma et al., 2012",9801
"821","821","334",50.24,-78.34,-0.9,849,156.59,NA,NA,197,NA,NA,"Ma et al., 2012",38809
"822","822","334",51.02,-77.11,-1.5,825,127.54,NA,NA,128,NA,NA,"Ma et al., 2012",16384
"823","823","334",50.66,-77.88,-1.1,821,107.24,NA,NA,140,NA,NA,"Ma et al., 2012",19600
"824","824","334",50.21,-77.95,-0.8,856,109.5,NA,NA,140,NA,NA,"Ma et al., 2012",19600
"825","825","334",50.96,-74.01,-1.6,884,95.4,NA,NA,118,NA,NA,"Ma et al., 2012",13924
"826","826","334",50.04,-73.38,-0.8,935,123.77,NA,NA,124,NA,NA,"Ma et al., 2012",15376
"827","827","334",49.03,-73.96,0.1,971,154.02,NA,NA,113,NA,NA,"Ma et al., 2012",12769
"828","828","334",48.83,-75.1,0.2,1006,159.49,NA,NA,106,NA,NA,"Ma et al., 2012",11236
"829","829","334",50.93,-71.96,-2.5,972,121.58,NA,NA,140,NA,NA,"Ma et al., 2012",19600
"830","830","334",49.63,-69.8,-0.3,975,194.54,NA,NA,118,NA,NA,"Ma et al., 2012",13924
"831","831","334",51.53,-66.03,-3.8,958,112.39,NA,NA,242,NA,NA,"Ma et al., 2012",58564
"832","832","334",52.06,-66.38,-3.7,901,104.62,NA,NA,188,NA,NA,"Ma et al., 2012",35344
"833","833","334",51.19,-66.98,-1.6,1010,121.45,NA,NA,190,NA,NA,"Ma et al., 2012",36100
"834","834","334",50.33,-65.94,0.7,1048,141.51,NA,NA,120,NA,NA,"Ma et al., 2012",14400
"835","835","334",51.01,-66.5,-1.8,1043,186.67,NA,NA,167,NA,NA,"Ma et al., 2012",27889
"836","836","334",51.09,-66.41,-2.2,1033,133.47,NA,NA,167,NA,NA,"Ma et al., 2012",27889
